Type Mission;Mission;Code Mission;Programme;Libellé Programme;Action;Libellé Action;Sous Action;Libellé SousAction;Catégorie;Code Titre;AE  PLF;CP PLF;AE Prev FDC/ADP;CP Prev FDC/ADP;Ministère
CAS;Gestion du patrimoine immobilier de l'État;YB;723.0;Opérations immobilières et entretien des bâtiments de l'État;14;Gros entretien, réhabilitation, mise en conformité et remise en état;;;51.0;5;87000000.0;93000000.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
CAS;Participations financières de l'État;YC;731.0;Opérations en capital intéressant les participations financières de l'État;01;Augmentations de capital, dotations en fonds propres, avances d'actionnaire et prêts assimilés;;;73.0;7;3180000000.0;3180000000.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
CCF;Prêts à des États étrangers;ZE;852.0;Prêts à des États étrangers pour consolidation de dettes envers la France;01;Prêts résultant de l'exécution d'accords conclus avec les gouvernements étrangers et portant consolidation des dettes de leur pays envers la France;;;71.0;7;287122390.0;287122390.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BA;Contrôle et exploitation aériens;XC;613.0;Soutien aux prestations de l'aviation civile;02;Logistique;;;31.0;3;43700231.0;36577242.0;230000.0;230000.0;Transition écologique et cohésion des territoires
BG;Action extérieure de l'État;AA;105.0;Action de la France en Europe et dans le monde;05;Coopération de sécurité et de défense;;;21.0;2;57694796.0;57694796.0;0.0;0.0;Europe et affaires étrangères
BG;Administration générale et territoriale de l'État;AB;232.0;Vie politique;03;Commission nationale des comptes de campagne et des financements politiques;;;31.0;3;1750336.0;3094778.0;0.0;0.0;Intérieur et outre-mer
BG;Agriculture, alimentation, forêt et affaires rurales;AC;149.0;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire et de la forêt;23;Appui au renouvellement et à la modernisation des exploitations agricoles;;;61.0;6;5338434.0;5338434.0;0.0;0.0;Agriculture et souveraineté alimentaire
BG;Anciens combattants, mémoire et liens avec la Nation;MB;158.0;Indemnisation des victimes des persécutions antisémites et des actes de barbarie pendant la seconde guerre mondiale;01;Indemnisation des orphelins de la déportation et des victimes de spoliations du fait des législations antisémites en vigueur pendant l'Occupation;01;Indemnisation des victimes de spoliations;23.0;2;7052.0;7052.0;0.0;0.0;Services du Premier ministre
BG;Cohésion des territoires;VA;112.0;Impulsion et coordination de la politique d'aménagement du territoire;13;Soutien aux Opérateurs;;;53.0;5;3800000.0;3800000.0;0.0;0.0;Transition écologique et cohésion des territoires
BG;Cohésion des territoires;VA;135.0;Urbanisme, territoires et amélioration de l'habitat;05;Innovation, territorialisation et services numériques;;;52.0;5;21100000.0;20400000.0;0.0;0.0;Transition écologique et cohésion des territoires
BG;Cohésion des territoires;VA;162.0;Interventions territoriales de l'État;09;Plan littoral 21;;;64.0;6;1200000.0;400000.0;0.0;0.0;Services du Premier ministre
BG;Conseil et contrôle de l'État;CA;164.0;Cour des comptes et autres juridictions financières;25;Information des citoyens;;;21.0;2;5661913.0;5661913.0;0.0;0.0;Services du Premier ministre
BG;Culture;CB;175.0;Patrimoines;04;Patrimoine archivistique;;;63.0;6;7000000.0;7000000.0;0.0;0.0;Culture
BG;Défense;DA;144.0;Environnement et prospective de la politique de défense;03;Recherche et exploitation du renseignement intéressant la sécurité de la France;32;Renseignement de sécurité de défense;31.0;3;20060000.0;16705393.0;0.0;0.0;Armées
BG;Défense;DA;146.0;Équipement des forces;09;Engagement et combat;71;Opérer en milieu hostile - Evolution Exocet;51.0;5;1181000000.0;74576131.0;0.0;0.0;Armées
BG;Défense;DA;146.0;Équipement des forces;09;Engagement et combat;80;Opérer en milieu hostile - MGCS Système de combat terrestre principal;51.0;5;29808000.0;88576.0;0.0;0.0;Armées
BG;Défense;DA;146.0;Équipement des forces;09;Engagement et combat;85;Opérer en milieu hostile - SLAMF;31.0;3;714562.0;2065797.0;0.0;0.0;Armées
BG;Défense;DA;178.0;Préparation et emploi des forces;05;Logistique et soutien interarmées;80;Fonction santé;51.0;5;57337844.0;47430973.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;52;Relations internationales;02;DGRIS / Diplomatie de défense;23.0;2;74352.0;74352.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";06;Renseignement d'intérêt militaire;21.0;2;109432741.0;109432741.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;62;"Politique culturelle et éducative - gestion et communication des archives historiques de la défense - Personnel travaillant pour l'action ""Politique culturelle et éducative""";;;21.0;2;25832034.0;25832034.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;63;Restructurations - RH;01;Restructurations Personnels civils;21.0;2;20506533.0;20506533.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;64;"Pilotage, soutien  -  Personnel travaillant pour l'action "" Pilotage, soutien """;08;Personnel de l'agence de reconversion de la Défense;22.0;2;20376169.0;20376169.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;66;Rayonnement et contribution extérieure;02;Pilotage, soutien et communication - effectifs sortants non remboursés sous PMEA Mindef;23.0;2;59351.0;59351.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;66;Rayonnement et contribution extérieure;05;Pilotage, soutien et communication -  Elèves des classes préparatoires des lycées de la défense;22.0;2;90922.0;90922.0;0.0;0.0;Armées
BG;Direction de l'action du Gouvernement;DC;129.0;Coordination du travail gouvernemental;03;Coordination de la politique européenne;;;22.0;2;5067552.0;5067552.0;0.0;0.0;Services du Premier ministre
BG;Direction de l'action du Gouvernement;DC;129.0;Coordination du travail gouvernemental;13;Ordre de la Légion d'honneur;;;53.0;5;3236859.0;3236859.0;0.0;0.0;Services du Premier ministre
BG;Direction de l'action du Gouvernement;DC;308.0;Protection des droits et libertés;05;Contrôleur général des lieux de privation de liberté;;;31.0;3;5377918.0;1329083.0;0.0;0.0;Services du Premier ministre
BG;Direction de l'action du Gouvernement;DC;308.0;Protection des droits et libertés;06;Autres autorités indépendantes;01;Commission d'accès aux documents administratifs;21.0;2;1177224.0;1177224.0;0.0;0.0;Services du Premier ministre
BG;Direction de l'action du Gouvernement;DC;308.0;Protection des droits et libertés;09;Défenseur des droits;;;31.0;3;9335222.0;9335222.0;0.0;0.0;Services du Premier ministre
BG;Direction de l'action du Gouvernement;DC;308.0;Protection des droits et libertés;10;Haute autorité pour la transparence de la vie publique;;;31.0;3;3036660.0;3036660.0;0.0;0.0;Services du Premier ministre
BG;Écologie, développement et mobilité durables;TA;174.0;Énergie, climat et après-mines;01;Politique de l'énergie;;;63.0;6;0.0;12350000.0;0.0;0.0;Transition énergétique
BG;Écologie, développement et mobilité durables;TA;181.0;Prévention des risques;11;Gestion de l'après-mine et travaux de mise en sécurité, indemnisations et expropriations sur les sites;;;61.0;6;1500000.0;1500000.0;0.0;0.0;Transition écologique et cohésion des territoires
BG;Écologie, développement et mobilité durables;TA;203.0;Infrastructures et services de transports;44;Transports collectifs;;;62.0;6;281458632.0;311282868.0;634457582.0;673922533.0;Transition écologique et cohésion des territoires
BG;Écologie, développement et mobilité durables;TA;205.0;Affaires maritimes, pêche et aquaculture;05;Soutien et systèmes d'information;;;52.0;5;1544681.0;1544681.0;0.0;0.0;Services du Premier ministre
BG;Économie;DB;305.0;Stratégies économiques;02;Développement international de l'économie française;;;23.0;2;102977.0;102977.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Économie;DB;305.0;Stratégies économiques;04;Économie sociale, solidaire et responsable;;;62.0;6;19220000.0;22380000.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Économie;DB;343.0;Plan France Très haut débit;01;Réseaux d'initiative publique;;;63.0;6;0.0;418035090.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Engagements financiers de l'État;EB;145.0;Épargne;01;Épargne logement;;;31.0;3;900000.0;900000.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Engagements financiers de l'État;EB;145.0;Épargne;02;Instruments de financement du logement;;;31.0;3;300000.0;300000.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Enseignement scolaire;EC;139.0;Enseignement privé du premier et du second degrés;03;Enseignement en collège;;;21.0;2;1660092181.0;1660092181.0;0.0;0.0;Éducation nationale et  jeunesse
BG;Enseignement scolaire;EC;141.0;Enseignement scolaire public du second degré;03;Enseignement professionnel sous statut scolaire;;;23.0;2;31662107.0;31662107.0;0.0;0.0;Éducation nationale et  jeunesse
BG;Enseignement scolaire;EC;141.0;Enseignement scolaire public du second degré;03;Enseignement professionnel sous statut scolaire;;;63.0;6;15394710.0;15394710.0;0.0;0.0;Éducation nationale et  jeunesse
BG;Enseignement scolaire;EC;141.0;Enseignement scolaire public du second degré;08;Information et orientation;;;21.0;2;218793470.0;218793470.0;0.0;0.0;Éducation nationale et  jeunesse
BG;Enseignement scolaire;EC;214.0;Soutien de la politique de l'éducation nationale;07;Établissements d'appui de la politique éducative;;;32.0;3;159667330.0;159667330.0;0.0;0.0;Éducation nationale et  jeunesse
BG;Enseignement scolaire;EC;214.0;Soutien de la politique de l'éducation nationale;09;Certification;;;31.0;3;28538125.0;28538125.0;0.0;0.0;Éducation nationale et  jeunesse
BG;Enseignement scolaire;EC;230.0;Vie de l'élève;01;Vie scolaire et éducation à la responsabilité;;;22.0;2;449658573.0;449658573.0;0.0;0.0;Éducation nationale et  jeunesse
BG;Enseignement scolaire;EC;230.0;Vie de l'élève;01;Vie scolaire et éducation à la responsabilité;;;31.0;3;19933449.0;19933449.0;1500000.0;1500000.0;Éducation nationale et  jeunesse
BG;Enseignement scolaire;EC;230.0;Vie de l'élève;04;Action sociale;;;31.0;3;1341898.0;1341898.0;0.0;0.0;Éducation nationale et  jeunesse
BG;Gestion des finances publiques;GA;156.0;Gestion fiscale et financière de l'État et du secteur public local;08;Gestion des fonds déposés;;;31.0;3;2513000.0;2463000.0;8280000.0;8280000.0;Économie, finances et souveraineté industrielle et numérique
BG;Gestion des finances publiques;GA;156.0;Gestion fiscale et financière de l'État et du secteur public local;09;Soutien;;;23.0;2;8394947.0;8394947.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Gestion des finances publiques;GA;218.0;Conduite et pilotage des politiques économiques et financières;02;Expertise, audit, évaluation et contrôle;;;23.0;2;2052744.0;2052744.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Gestion des finances publiques;GA;302.0;Facilitation et sécurisation des échanges;09;Mobilisation des outils du renseignement au service des missions douanières;;;22.0;2;2470629.0;2470629.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Immigration, asile et intégration;IA;303.0;Immigration et asile;02;Garantie de l'exercice du droit d'asile;;;53.0;5;1875000.0;1875000.0;0.0;0.0;Intérieur et outre-mer
BG;Investir pour la France de 2030;AV;422.0;Valorisation de la recherche;03;Démonstrateurs et territoires d'innovation de grande ambition;;;31.0;3;0.0;50000000.0;0.0;0.0;Services du Premier ministre
BG;Investir pour la France de 2030;AV;422.0;Valorisation de la recherche;05;Accélération du développement des écosystèmes d'innovation performants;;;62.0;6;0.0;28200000.0;0.0;0.0;Services du Premier ministre
BG;Investir pour la France de 2030;AV;423.0;Accélération de la modernisation des entreprises;04;Adaptation et qualification de la main d'oeuvre;;;62.0;6;0.0;4600000.0;0.0;0.0;Services du Premier ministre
BG;Investir pour la France de 2030;AV;424.0;Financement des investissements stratégiques;03;Démonstration en conditions réelles, amorçage et premières commerciales;;;62.0;6;0.0;685000000.0;0.0;0.0;Services du Premier ministre
BG;Justice;JA;107.0;Administration pénitentiaire;02;Accueil et accompagnement des personnes placées sous main de justice;;;22.0;2;147660146.0;147660146.0;0.0;0.0;Justice
BG;Justice;JA;310.0;Conduite et pilotage de la politique de la justice;05;Developpement des techniques d’enquetes numeriques judiciaires;;;51.0;5;0.0;17331222.0;0.0;0.0;Justice
BG;Médias, livre et industries culturelles;MA;180.0;Presse et médias;01;Relations financières avec l'AFP;;;31.0;3;22738149.0;22738149.0;0.0;0.0;Culture
BG;Outre-mer;OA;123.0;Conditions de vie outre-mer;02;Aménagement  du territoire;;;31.0;3;1107484.0;1107484.0;331500.0;331500.0;Intérieur et outre-mer
BG;Outre-mer;OA;123.0;Conditions de vie outre-mer;06;Collectivités territoriales;;;31.0;3;1199101.0;1199101.0;0.0;0.0;Intérieur et outre-mer
BG;Recherche et enseignement supérieur;RA;150.0;Formations supérieures et recherche universitaire;03;Formation initiale et continue de niveau doctorat;;;64.0;6;5863093.0;5863093.0;0.0;0.0;Enseignement supérieur et recherche
BG;Recherche et enseignement supérieur;RA;172.0;Recherches scientifiques et technologiques pluridisciplinaires;11;Recherches interdisciplinaires et transversales;;;32.0;3;82765740.0;82765740.0;0.0;0.0;Enseignement supérieur et recherche
BG;Recherche et enseignement supérieur;RA;192.0;Recherche et enseignement supérieur en matière économique et industrielle;01;Organismes de formation supérieure et de recherche;;;61.0;6;7581880.0;7581880.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Recherche et enseignement supérieur;RA;193.0;Recherche spatiale;02;Développement de la technologie spatiale au service de l'observation de la terre;;;32.0;3;115304150.0;115304150.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Recherche et enseignement supérieur;RA;193.0;Recherche spatiale;02;Développement de la technologie spatiale au service de l'observation de la terre;;;53.0;5;35570417.0;35570417.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Relations avec les collectivités territoriales;RC;119.0;Concours financiers aux collectivités territoriales et à leurs groupements;03;Soutien aux projets des départements et des régions;;;63.0;6;211855969.0;154871382.0;0.0;0.0;Transition écologique et cohésion des territoires
