Type Mission;Mission;Code Mission;Programme;Libellé Programme;Action;Libellé Action;Sous Action;Libellé SousAction;Catégorie;Code Titre;AE  PLF;CP PLF;AE Prev FDC/ADP;CP Prev FDC/ADP;Ministère
BG;Sécurités;SB;161.0;Sécurité civile;13;Soutien aux acteurs de la sécurité civile;;;22.0;2;983017.0;983017.0;0.0;0.0;Intérieur et outre-mer
BG;Sécurités;SB;161.0;Sécurité civile;13;Soutien aux acteurs de la sécurité civile;;;61.0;6;27875000.0;27875000.0;0.0;0.0;Intérieur et outre-mer
BG;Sécurités;SB;176.0;Police nationale;02;Sécurité et paix publiques;01;Sécurité et paix publiques - Administration centrale et cabinets;22.0;2;76058207.0;76058207.0;0.0;0.0;Intérieur et outre-mer
BG;Sécurités;SB;176.0;Police nationale;05;Missions de police judiciaire et concours à la justice;01;Missions de police judiciaire et concours à la justice - Administration centrale et cabinets;23.0;2;939700.0;939700.0;0.0;0.0;Intérieur et outre-mer
BG;Sécurités;SB;207.0;Sécurité et éducation routières;03;Éducation routière;;;31.0;3;18640292.0;17745292.0;0.0;0.0;Intérieur et outre-mer
BG;Solidarité, insertion et égalité des chances;SE;304.0;Inclusion sociale et protection des personnes;15;Qualification en travail social;;;21.0;2;3400000.0;3400000.0;0.0;0.0;Solidarités et des Familles
BG;Sport, jeunesse et vie associative;SF;163.0;Jeunesse et vie associative;06;Service National Universel;;;21.0;2;40952981.0;40952981.0;0.0;0.0;Éducation nationale et  jeunesse
BG;Transformation et fonction publiques;TR;148.0;Fonction publique;01;Formation des fonctionnaires;;;64.0;6;30441375.0;30441330.0;0.0;0.0;Transformation et fonction publiques
BG;Transformation et fonction publiques;TR;349.0;Transformation publique;01;Fonds pour la transformation de l'action publique;;;64.0;6;40123143.0;44842929.0;0.0;0.0;Transformation et fonction publiques
BG;Travail et emploi;TB;102.0;Accès et retour à l'emploi;04;Insertion des jeunes sur le marché du travail- Contrat d'engagement jeunes (CEJ);02;Structures d'accompagnement des jeunes vers l'emploi;64.0;6;36420000.0;39371260.0;0.0;0.0;Travail, plein emploi et insertion
BG;Travail et emploi;TB;111.0;Amélioration de la qualité de l'emploi et des relations du travail;03;Dialogue social et démocratie sociale;;;31.0;3;30481547.0;28540000.0;0.0;0.0;Travail, plein emploi et insertion
BG;Travail et emploi;TB;155.0;Conception, gestion et évaluation des politiques de l'emploi et du travail;01;Soutien au plan d'investissement dans les compétences;;;23.0;2;50154.0;50154.0;0.0;0.0;Travail, plein emploi et insertion
CAS;Pensions;YD;743.0;Pensions militaires d'invalidité et des victimes de guerre et autres pensions;04;Allocations de reconnaissance des anciens supplétifs;;;61.0;6;41702301.0;41702301.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
CCF;Prêts à des États étrangers;ZE;851.0;Prêts du Trésor à des États étrangers en vue de faciliter la vente de biens et de services concourant au développement du commerce extérieur de la France;01;Prêts à des États étrangers en vue de faciliter la vente de biens et de services concourant au développement du commerce extérieur de la France;;;71.0;7;1000000000.0;762002804.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BA;Publications officielles et information administrative;XJ;624.0;Pilotage et ressources humaines;04;Convention Etat - Société anonyme de composition et d'impression des journaux officiels;;;31.0;3;30000000.0;30000000.0;0.0;0.0;Services du Premier ministre
BG;Action extérieure de l'État;AA;151.0;Français à l'étranger et affaires consulaires;03;Instruction des demandes de visa;;;31.0;3;2580000.0;2580000.0;0.0;0.0;Europe et affaires étrangères
BG;Agriculture, alimentation, forêt et affaires rurales;AC;149.0;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire et de la forêt;26;Gestion durable de la forêt et développement de la filière bois;;;63.0;6;63428145.0;63604243.0;0.0;0.0;Agriculture et souveraineté alimentaire
BG;Agriculture, alimentation, forêt et affaires rurales;AC;149.0;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire et de la forêt;29;Planification écologique;05;Décarbonation en agriculture;62.0;6;80000000.0;80000000.0;0.0;0.0;Agriculture et souveraineté alimentaire
BG;Agriculture, alimentation, forêt et affaires rurales;AC;206.0;Sécurité et qualité sanitaires de l'alimentation;04;Actions transversales;;;32.0;3;77713133.0;77713133.0;0.0;0.0;Agriculture et souveraineté alimentaire
BG;Agriculture, alimentation, forêt et affaires rurales;AC;215.0;Conduite et pilotage des politiques de l'agriculture;01;Moyens de l'administration centrale;;;21.0;2;134727966.0;134727966.0;0.0;0.0;Agriculture et souveraineté alimentaire
BG;Agriculture, alimentation, forêt et affaires rurales;AC;215.0;Conduite et pilotage des politiques de l'agriculture;03;Moyens des directions régionales de l'alimentation, de l'agriculture et de la forêt, des directions de l'alimentation, de l'agriculture et de la forêt et directions départementales des territoires (et de la mer);;;21.0;2;218796811.0;218796811.0;0.0;0.0;Agriculture et souveraineté alimentaire
BG;Anciens combattants, mémoire et liens avec la Nation;MB;169.0;Reconnaissance et réparation en faveur du monde combattant, mémoire et liens avec la Nation;08;Liens armées-jeunesse;;;51.0;5;220000.0;220000.0;0.0;0.0;Armées
BG;Cohésion des territoires;VA;147.0;Politique de la ville;01;Actions territorialisées et Dispositifs spécifiques de la politique de la ville;;;63.0;6;164132000.0;164132000.0;0.0;0.0;Transition écologique et cohésion des territoires
BG;Conseil et contrôle de l'État;CA;164.0;Cour des comptes et autres juridictions financières;22;Contrôle des finances publiques;;;22.0;2;6526742.0;6526742.0;0.0;0.0;Services du Premier ministre
BG;Conseil et contrôle de l'État;CA;164.0;Cour des comptes et autres juridictions financières;26;Mise en jeu de la responsabilité des comptables publics et des gestionnaires publics;;;23.0;2;45625.0;45625.0;0.0;0.0;Services du Premier ministre
BG;Culture;CB;131.0;Création;06;Soutien à l'emploi et structurations des professions;;;62.0;6;65000000.0;65000000.0;0.0;0.0;Culture
BG;Culture;CB;361.0;Transmission des savoirs et démocratisation de la culture;01;Soutien aux établissements d'enseignement supérieur et insertion professionnelle;;;53.0;5;12228800.0;12228800.0;0.0;0.0;Culture
BG;Défense;DA;146.0;Équipement des forces;08;Projection - mobilité - soutien;45;Assurer la mobilité - HIL;51.0;5;37831672.0;126382935.0;0.0;0.0;Armées
BG;Défense;DA;146.0;Équipement des forces;09;Engagement et combat;56;Frapper à distance - Missile de croisière naval (MDCN);51.0;5;0.0;212828.0;0.0;0.0;Armées
BG;Défense;DA;146.0;Équipement des forces;09;Engagement et combat;63;Frapper à distance - Porte-avions;51.0;5;496940389.0;67259030.0;0.0;0.0;Armées
BG;Défense;DA;146.0;Équipement des forces;09;Engagement et combat;68;Opérer en milieu hostile - Hélicoptère TIGRE;51.0;5;31951425.0;74810334.0;0.0;28000000.0;Armées
BG;Défense;DA;146.0;Équipement des forces;09;Engagement et combat;89;Opérer en milieu hostile - Frégates de taille intermédiaire;51.0;5;240000000.0;356212586.0;0.0;51000000.0;Armées
BG;Défense;DA;146.0;Équipement des forces;10;Protection et sauvegarde;76;Assurer la sûreté des approches, la sécurité de l'Etat, de la nation et des citoyens - Missiles;31.0;3;0.0;98126372.0;0.0;0.0;Armées
BG;Défense;DA;178.0;Préparation et emploi des forces;03;Préparation des forces navales;05;Ressources humaines des forces navales;53.0;5;1197681.0;1197681.0;0.0;0.0;Armées
BG;Défense;DA;178.0;Préparation et emploi des forces;04;Préparation des forces aériennes;12;Activités spatiales;31.0;3;44197128.0;36192667.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;08;Politique culturelle et éducative;01;Actions culturelles et mise en valeur du patrimoine;61.0;6;500000.0;500000.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;52;Relations internationales;01;DGA / Soutien aux exportations;22.0;2;2639650.0;2639650.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";02;Organismes interarmées à vocation opérationnelle;23.0;2;533771.0;533771.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;58;"Logistique et soutien interarmées - Personnel travaillant pour le programme ""Préparation et emploi des forces""";04;Service interarmées des munitions;23.0;2;329156.0;329156.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;60;"Politique immobilière - Personnel travaillant pour l'action ""Politique immobilière""";;;22.0;2;209671888.0;209671888.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;61;Action sociale, chômage et pensions;01;Actions sociales et autres politiques des ressources humaines;23.0;2;120532832.0;120532832.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;63;Restructurations - RH;02;Restructurations Personnels militaires;21.0;2;28130000.0;28130000.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;03;Direction Générale du Numérique;21.0;2;3716169.0;3716169.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;04;Délégation à l'Information et la Communication de la Défense;21.0;2;7014854.0;7014854.0;0.0;0.0;Armées
BG;Direction de l'action du Gouvernement;DC;129.0;Coordination du travail gouvernemental;11;Stratégie et prospective;;;21.0;2;10407941.0;10407941.0;0.0;0.0;Services du Premier ministre
BG;Direction de l'action du Gouvernement;DC;308.0;Protection des droits et libertés;06;Autres autorités indépendantes;01;Commission d'accès aux documents administratifs;22.0;2;451497.0;451497.0;0.0;0.0;Services du Premier ministre
BG;Direction de l'action du Gouvernement;DC;308.0;Protection des droits et libertés;06;Autres autorités indépendantes;03;Commission nationale consultative des droits de l'homme;22.0;2;228389.0;228389.0;0.0;0.0;Services du Premier ministre
BG;Écologie, développement et mobilité durables;TA;113.0;Paysages, eau et biodiversité;01;Sites, paysages, publicité;;;62.0;6;268186.0;71416.0;0.0;0.0;Transition écologique et cohésion des territoires
BG;Écologie, développement et mobilité durables;TA;159.0;Expertise, information géographique et météorologie;13;Météorologie;;;32.0;3;207259390.0;207259390.0;0.0;0.0;Transition écologique et cohésion des territoires
BG;Écologie, développement et mobilité durables;TA;181.0;Prévention des risques;11;Gestion de l'après-mine et travaux de mise en sécurité, indemnisations et expropriations sur les sites;;;31.0;3;8180000.0;8180000.0;0.0;0.0;Transition écologique et cohésion des territoires
BG;Écologie, développement et mobilité durables;TA;203.0;Infrastructures et services de transports;47;Fonctions support;;;32.0;3;28157865.0;28157865.0;0.0;0.0;Transition écologique et cohésion des territoires
BG;Écologie, développement et mobilité durables;TA;203.0;Infrastructures et services de transports;52;Transport aérien;;;62.0;6;43712431.0;25106431.0;0.0;0.0;Transition écologique et cohésion des territoires
BG;Écologie, développement et mobilité durables;TA;205.0;Affaires maritimes, pêche et aquaculture;07;Pêche et aquaculture;;;64.0;6;3060000.0;3060000.0;0.0;0.0;Services du Premier ministre
BG;Écologie, développement et mobilité durables;TA;217.0;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;07;Pilotage, support, audit et évaluations;;;22.0;2;334221199.0;334221199.0;0.0;0.0;Transition écologique et cohésion des territoires
BG;Écologie, développement et mobilité durables;TA;217.0;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;08;Personnels œuvrant pour les politiques de transport;;;23.0;2;3507778.0;3507778.0;0.0;0.0;Transition écologique et cohésion des territoires
BG;Écologie, développement et mobilité durables;TA;217.0;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;11;"Personnels oeuvrant pour les politiques du programme ""Affaires maritimes""";;;21.0;2;141035017.0;141035017.0;0.0;0.0;Transition écologique et cohésion des territoires
BG;Écologie, développement et mobilité durables;TA;217.0;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;16;Personnels œuvrant pour la politique de la prévention des risques;;;23.0;2;1900108.0;1900108.0;0.0;0.0;Transition écologique et cohésion des territoires
BG;Écologie, développement et mobilité durables;TA;217.0;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;28;Personnels œuvrant dans le domaine de la stratégie et de la connaissance des politiques de transition écologique;;;23.0;2;371912.0;371912.0;0.0;0.0;Transition écologique et cohésion des territoires
BG;Économie;DB;134.0;Développement des entreprises et régulations;23;Industrie et services;;;21.0;2;79610486.0;79610486.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Économie;DB;220.0;Statistiques et études économiques;01;Infrastructures statistiques et missions régaliennes;;;31.0;3;8358233.0;9358234.0;700000.0;700000.0;Économie, finances et souveraineté industrielle et numérique
BG;Économie;DB;220.0;Statistiques et études économiques;08;Information économique, démographique et sociale;;;22.0;2;44938585.0;44938585.0;125442.0;125442.0;Économie, finances et souveraineté industrielle et numérique
BG;Enseignement scolaire;EC;141.0;Enseignement scolaire public du second degré;04;Apprentissage;;;23.0;2;45809.0;45809.0;0.0;0.0;Éducation nationale et  jeunesse
BG;Enseignement scolaire;EC;141.0;Enseignement scolaire public du second degré;09;Formation continue des adultes et validation des acquis de l'expérience;;;64.0;6;2814000.0;2814000.0;0.0;0.0;Éducation nationale et  jeunesse
BG;Enseignement scolaire;EC;141.0;Enseignement scolaire public du second degré;10;Formation des personnels enseignants et d'orientation;;;22.0;2;298049781.0;298049781.0;0.0;0.0;Éducation nationale et  jeunesse
BG;Enseignement scolaire;EC;141.0;Enseignement scolaire public du second degré;10;Formation des personnels enseignants et d'orientation;;;23.0;2;4579712.0;4579712.0;0.0;0.0;Éducation nationale et  jeunesse
BG;Enseignement scolaire;EC;214.0;Soutien de la politique de l'éducation nationale;05;Action internationale;;;21.0;2;3573469.0;3573469.0;0.0;0.0;Éducation nationale et  jeunesse
BG;Enseignement scolaire;EC;230.0;Vie de l'élève;01;Vie scolaire et éducation à la responsabilité;;;61.0;6;13960000.0;13960000.0;0.0;0.0;Éducation nationale et  jeunesse
BG;Enseignement scolaire;EC;230.0;Vie de l'élève;04;Action sociale;;;21.0;2;134974907.0;134974907.0;0.0;0.0;Éducation nationale et  jeunesse
BG;Gestion des finances publiques;GA;156.0;Gestion fiscale et financière de l'État et du secteur public local;05;Gestion financière de l'État hors fiscalité;;;31.0;3;17260700.0;17210000.0;7700000.0;7700000.0;Économie, finances et souveraineté industrielle et numérique
BG;Gestion des finances publiques;GA;156.0;Gestion fiscale et financière de l'État et du secteur public local;09;Soutien;;;22.0;2;397122398.0;397122398.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Gestion des finances publiques;GA;218.0;Conduite et pilotage des politiques économiques et financières;05;Prestations d'appui et support;;;51.0;5;520000.0;38290000.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Gestion des finances publiques;GA;218.0;Conduite et pilotage des politiques économiques et financières;08;Accompagnement du changement de l'action publique;;;21.0;2;1695578.0;1695578.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Gestion des finances publiques;GA;302.0;Facilitation et sécurisation des échanges;04;Promotion des échanges internationaux et qualité du dédouanement;;;23.0;2;1128690.0;1128690.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Gestion des finances publiques;GA;302.0;Facilitation et sécurisation des échanges;09;Mobilisation des outils du renseignement au service des missions douanières;;;21.0;2;4120281.0;4120281.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Justice;JA;101.0;Accès au droit et à la justice;01;Aide juridictionnelle;;;31.0;3;1600000.0;1600000.0;0.0;0.0;Justice
BG;Justice;JA;101.0;Accès au droit et à la justice;02;Développement de l'accès au droit et du réseau judiciaire de proximité;;;64.0;6;15533510.0;15533510.0;0.0;0.0;Justice
BG;Justice;JA;107.0;Administration pénitentiaire;02;Accueil et accompagnement des personnes placées sous main de justice;;;23.0;2;2452384.0;2452384.0;0.0;0.0;Justice
BG;Justice;JA;182.0;Protection judiciaire de la jeunesse;03;Soutien;;;23.0;2;1423281.0;1423281.0;0.0;0.0;Justice
BG;Plan de relance;PR;362.0;Écologie;01;Rénovation énergétique;;;51.0;5;0.0;271040395.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Pouvoirs publics;PB;533.0;Cour de justice de la République;01;Cour de justice de la République;;;10.0;1;984000.0;984000.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Recherche et enseignement supérieur;RA;150.0;Formations supérieures et recherche universitaire;01;Formation initiale et continue du baccalauréat à la licence;;;22.0;2;19461602.0;19461602.0;0.0;0.0;Enseignement supérieur et recherche
BG;Recherche et enseignement supérieur;RA;150.0;Formations supérieures et recherche universitaire;02;Formation initiale et continue de niveau master;;;32.0;3;2667469487.0;2667469487.0;0.0;0.0;Enseignement supérieur et recherche
BG;Recherche et enseignement supérieur;RA;150.0;Formations supérieures et recherche universitaire;14;Immobilier;;;22.0;2;20265172.0;20265172.0;0.0;0.0;Enseignement supérieur et recherche
BG;Recherche et enseignement supérieur;RA;150.0;Formations supérieures et recherche universitaire;17;Recherche;;;64.0;6;521128.0;521128.0;0.0;0.0;Enseignement supérieur et recherche
BG;Recherche et enseignement supérieur;RA;192.0;Recherche et enseignement supérieur en matière économique et industrielle;02;Soutien et diffusion de l'innovation technologique;;;32.0;3;17444671.0;17444671.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Recherche et enseignement supérieur;RA;231.0;Vie étudiante;01;Aides directes;;;71.0;7;0.0;0.0;400000.0;400000.0;Enseignement supérieur et recherche
BG;Recherche et enseignement supérieur;RA;231.0;Vie étudiante;02;Aides indirectes;;;32.0;3;351491821.0;351491821.0;0.0;0.0;Enseignement supérieur et recherche
BG;Remboursements et dégrèvements;RD;200.0;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);12;Remboursements et dégrèvements liées à des politiques publiques;03;Impôt sur les sociétés;62.0;6;6347938267.0;6347938267.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Sécurités;SB;176.0;Police nationale;06;Commandement, ressources humaines et logistique;01;Formation;31.0;3;29663737.0;29663737.0;0.0;0.0;Intérieur et outre-mer
BG;Sécurités;SB;176.0;Police nationale;06;Commandement, ressources humaines et logistique;07;Soutien (autres dépenses);31.0;3;1044098941.0;934461772.0;47085793.0;71027639.0;Intérieur et outre-mer
BG;Solidarité, insertion et égalité des chances;SE;124.0;Conduite et soutien des politiques sanitaires et sociales;11;Systèmes d'information;;;64.0;6;1362000.0;1362000.0;0.0;0.0;Solidarités et des Familles
BG;Solidarité, insertion et égalité des chances;SE;137.0;Égalité entre les femmes et les hommes;24;Accès aux droits et égalité professionnelle;;;64.0;6;24019421.0;24019421.0;0.0;0.0;Services du Premier ministre
BG;Solidarité, insertion et égalité des chances;SE;304.0;Inclusion sociale et protection des personnes;23;Pacte des Solidarités;;;64.0;6;88210000.0;88210000.0;0.0;0.0;Solidarités et des Familles
BG;Travail et emploi;TB;102.0;Accès et retour à l'emploi;03;Accompagnement des personnes les plus éloignées du marché du travail- Fonds d'inclusion dans l'emploi;06;Exonérations liées aux structures agréées;64.0;6;9253935.0;9253935.0;0.0;0.0;Travail, plein emploi et insertion
BG;Travail et emploi;TB;102.0;Accès et retour à l'emploi;04;Insertion des jeunes sur le marché du travail- Contrat d'engagement jeunes (CEJ);02;Structures d'accompagnement des jeunes vers l'emploi;32.0;3;68986679.0;68986679.0;0.0;0.0;Travail, plein emploi et insertion
BG;Travail et emploi;TB;155.0;Conception, gestion et évaluation des politiques de l'emploi et du travail;14;Personnels mettant en oeuvre les politiques d'accès et retour à l'emploi;;;22.0;2;23492355.0;23492355.0;0.0;0.0;Travail, plein emploi et insertion
CAS;Gestion du patrimoine immobilier de l'État;YB;723.0;Opérations immobilières et entretien des bâtiments de l'État;11;Opérations structurantes et cessions;;;31.0;3;17000000.0;19000000.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
CAS;Pensions;YD;743.0;Pensions militaires d'invalidité et des victimes de guerre et autres pensions;02;Réparation;;;61.0;6;690247441.0;690247441.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BA;Contrôle et exploitation aériens;XC;614.0;Transports aériens, surveillance et certification;04;Enquêtes de sécurité aérienne;;;31.0;3;2765940.0;2665267.0;135000.0;135000.0;Transition écologique et cohésion des territoires
BA;Publications officielles et information administrative;XJ;623.0;Édition et diffusion;01;Accès au droit et diffusion légale;;;31.0;3;22103036.0;22907516.0;0.0;0.0;Services du Premier ministre
BG;Action extérieure de l'État;AA;105.0;Action de la France en Europe et dans le monde;05;Coopération de sécurité et de défense;;;31.0;3;4591832.0;4591832.0;0.0;0.0;Europe et affaires étrangères
BG;Action extérieure de l'État;AA;185.0;Diplomatie culturelle et d'influence;05;Agence pour l'enseignement français à l'étranger;;;32.0;3;454928726.0;454928726.0;0.0;0.0;Europe et affaires étrangères
BG;Administration générale et territoriale de l'État;AB;232.0;Vie politique;02;Organisation des élections;;;31.0;3;154883372.0;153315518.0;0.0;0.0;Intérieur et outre-mer
BG;Administration générale et territoriale de l'État;AB;232.0;Vie politique;02;Organisation des élections;;;63.0;6;8385000.0;8385000.0;0.0;0.0;Intérieur et outre-mer
BG;Administration générale et territoriale de l'État;AB;354.0;Administration territoriale de l'État;04;Pilotage territorial des politiques gouvernementales;;;21.0;2;508237844.0;508237844.0;0.0;0.0;Intérieur et outre-mer
BG;Agriculture, alimentation, forêt et affaires rurales;AC;206.0;Sécurité et qualité sanitaires de l'alimentation;04;Actions transversales;;;64.0;6;4124980.0;4124980.0;0.0;0.0;Agriculture et souveraineté alimentaire
BG;Cohésion des territoires;VA;135.0;Urbanisme, territoires et amélioration de l'habitat;01;Construction locative et amélioration du parc;;;64.0;6;3220000.0;3220000.0;0.0;0.0;Transition écologique et cohésion des territoires
BG;Cohésion des territoires;VA;162.0;Interventions territoriales de l'État;13;Plan Sargasses II;;;64.0;6;4857770.0;4816500.0;0.0;0.0;Services du Premier ministre
BG;Conseil et contrôle de l'État;CA;164.0;Cour des comptes et autres juridictions financières;25;Information des citoyens;;;22.0;2;2899192.0;2899192.0;0.0;0.0;Services du Premier ministre
BG;Conseil et contrôle de l'État;CA;165.0;Conseil d'État et autres juridictions administratives;07;Cour nationale du droit d'asile;;;22.0;2;17326379.0;17326379.0;0.0;0.0;Services du Premier ministre
BG;Culture;CB;361.0;Transmission des savoirs et démocratisation de la culture;01;Soutien aux établissements d'enseignement supérieur et insertion professionnelle;;;51.0;5;31540547.0;34584404.0;0.0;0.0;Culture
BG;Défense;DA;146.0;Équipement des forces;06;Dissuasion;22;Assurer la crédibilité opérationnelle de la dissuasion - soutien et mise en oeuvre des forces - toutes opérations;51.0;5;307226883.0;516519866.0;0.0;0.0;Armées
BG;Défense;DA;146.0;Équipement des forces;07;Commandement et maîtrise de l'information;27;Commander et conduire - Géographie numérique;51.0;5;0.0;20552790.0;0.0;0.0;Armées
BG;Défense;DA;146.0;Équipement des forces;07;Commandement et maîtrise de l'information;62;Renseigner, surveiller, acquérir et reconnaître - Drones aériens;31.0;3;12457960.0;52771725.0;0.0;0.0;Armées
BG;Défense;DA;146.0;Équipement des forces;10;Protection et sauvegarde;76;Assurer la sûreté des approches, la sécurité de l'Etat, de la nation et des citoyens - Missiles;51.0;5;496000000.0;66308234.0;0.0;19000000.0;Armées
BG;Défense;DA;146.0;Équipement des forces;11;Préparation et conduite des opérations d'armement;89;Fonctionnement et soutien DGA;31.0;3;82791300.0;70614883.0;54502420.0;54502420.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;04;Politique immobilière;;;51.0;5;537899215.0;542500048.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;08;Politique culturelle et éducative;01;Actions culturelles et mise en valeur du patrimoine;32.0;3;34059734.0;34059734.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;08;Politique culturelle et éducative;01;Actions culturelles et mise en valeur du patrimoine;53.0;5;29380558.0;35423053.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";04;EMA/Organismes interarmées /SC Performance;23.0;2;365189.0;365189.0;0.0;0.0;Armées
BG;Défense;DA;212.0;Soutien de la politique de la défense;64;"Pilotage, soutien  -  Personnel travaillant pour l'action "" Pilotage, soutien """;01;Personnel du SGA employeur;23.0;2;836124.0;836124.0;0.0;0.0;Armées
BG;Direction de l'action du Gouvernement;DC;129.0;Coordination du travail gouvernemental;02;Coordination de la sécurité et de la défense;;;51.0;5;129577844.0;130429576.0;0.0;0.0;Services du Premier ministre
BG;Direction de l'action du Gouvernement;DC;129.0;Coordination du travail gouvernemental;16;Coordination de la politique numérique;;;21.0;2;15190027.0;15190027.0;0.0;0.0;Services du Premier ministre
BG;Direction de l'action du Gouvernement;DC;129.0;Coordination du travail gouvernemental;16;Coordination de la politique numérique;;;64.0;6;100000.0;100000.0;0.0;0.0;Services du Premier ministre
BG;Direction de l'action du Gouvernement;DC;308.0;Protection des droits et libertés;10;Haute autorité pour la transparence de la vie publique;;;22.0;2;1981224.0;1981224.0;0.0;0.0;Services du Premier ministre
BG;Écologie, développement et mobilité durables;TA;203.0;Infrastructures et services de transports;04;Routes - Entretien;;;63.0;6;2995875.0;2995875.0;0.0;0.0;Transition écologique et cohésion des territoires
BG;Écologie, développement et mobilité durables;TA;205.0;Affaires maritimes, pêche et aquaculture;04;Action interministérielle de la mer;;;51.0;5;29975648.0;9307124.0;0.0;0.0;Services du Premier ministre
BG;Écologie, développement et mobilité durables;TA;217.0;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;26;Autorité de contrôle des nuisances aéroportuaires (ACNUSA);;;23.0;2;5949.0;5949.0;0.0;0.0;Transition écologique et cohésion des territoires
BG;Écologie, développement et mobilité durables;TA;345.0;Service public de l'énergie;11;Soutien dans les zones non interconnectées au réseau métropolitain;01;Soutien à la transition énergétique dans les ZNI;62.0;6;1054139679.0;1054139679.0;0.0;0.0;Transition énergétique
BG;Engagements financiers de l'État;EB;114.0;Appels en garantie de l'État (crédits évaluatifs);04;Développement international de l'économie française;02;Assurance-prospection;65.0;6;89500000.0;89500000.0;0.0;0.0;Économie, finances et souveraineté industrielle et numérique
BG;Enseignement scolaire;EC;139.0;Enseignement privé du premier et du second degrés;04;Enseignement général et technologique en lycée;;;21.0;2;1106425228.0;1106425228.0;0.0;0.0;Éducation nationale et  jeunesse
BG;Enseignement scolaire;EC;140.0;Enseignement scolaire public du premier degré;03;Besoins éducatifs particuliers;;;31.0;3;4752844.0;4752844.0;0.0;0.0;Éducation nationale et  jeunesse
BG;Enseignement scolaire;EC;140.0;Enseignement scolaire public du premier degré;04;Formation des personnels enseignants;;;31.0;3;24732185.0;24732185.0;0.0;0.0;Éducation nationale et  jeunesse
BG;Enseignement scolaire;EC;140.0;Enseignement scolaire public du premier degré;06;Pilotage et encadrement pédagogique;;;64.0;6;0.0;0.0;4500000.0;4500000.0;Éducation nationale et  jeunesse
BG;Enseignement scolaire;EC;141.0;Enseignement scolaire public du second degré;03;Enseignement professionnel sous statut scolaire;;;61.0;6;323000000.0;323000000.0;0.0;0.0;Éducation nationale et  jeunesse
BG;Enseignement scolaire;EC;141.0;Enseignement scolaire public du second degré;04;Apprentissage;;;21.0;2;4336914.0;4336914.0;0.0;0.0;Éducation nationale et  jeunesse
BG;Enseignement scolaire;EC;141.0;Enseignement scolaire public du second degré;05;Enseignement post-baccalauréat en lycée;;;21.0;2;1443847181.0;1443847181.0;0.0;0.0;Éducation nationale et  jeunesse
BG;Enseignement scolaire;EC;141.0;Enseignement scolaire public du second degré;10;Formation des personnels enseignants et d'orientation;;;21.0;2;433577538.0;433577538.0;0.0;0.0;Éducation nationale et  jeunesse
