TypeRecrutement;GrandeDisciplineCNU;GroupeCNU;SousGroupeCNU;SectionCNU;SectionCNU.ID;Annee;QualificationDossiers.MCF;QualificationQualifies.MCF;PostesPublies.MCF;Candidatures.MCF;Candidats.MCF;PostesPourvus.MCF;Candidatures.MCF.F;Candidatures.MCF.H;Candidats.MCF.F;Candidats.MCF.H;Recrutes.MCF.F;Recrutes.MCF.H
CNU;Droit éco ges;Droit et science politique;Droit et science politique;01 Droit privé et sciences criminelles;1;2019;254;68;53;2297;214;50;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;01 Droit privé et sciences criminelles;1;2018;223;55;66;2699;204;64;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;01 Droit privé et sciences criminelles;1;2017;231;65;78;3823;237;74;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;01 Droit privé et sciences criminelles;1;2016;263;80;63;3258;225;62;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;01 Droit privé et sciences criminelles;1;2015;255;75;56;2473;167;55;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;01 Droit privé et sciences criminelles;1;2014;222;68;71;2917;164;57;1699;1218;99;65;34;23
CNU;Droit éco ges;Droit et science politique;Droit et science politique;01 Droit privé et sciences criminelles;1;2013;215;67;62;3017;176;;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;01 Droit privé et sciences criminelles;1;2012;250;82;97;;234;;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;01 Droit privé et sciences criminelles;1;2011;245;90;76;;252;;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;01 Droit privé et sciences criminelles;1;2010;219;80;73;;202;;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;01 Droit privé et sciences criminelles;1;2009;259;88;65;;225;;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;01 Droit privé et sciences criminelles;1;2008;277;87;;;;;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;01 Droit privé et sciences criminelles;1;2007;273;89;;;;;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;01 Droit privé et sciences criminelles;1;2006;283;88;;;;;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;01 Droit privé et sciences criminelles;1;2005;309;81;;;;;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;02 Droit public;2;2019;219;57;44;2953;150;43;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;02 Droit public;2;2018;224;63;27;1936;126;27;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;02 Droit public;2;2017;204;50;43;2058;130;41;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;02 Droit public;2;2016;214;57;37;2091;120;36;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;02 Droit public;2;2015;243;62;49;2958;124;49;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;02 Droit public;2;2014;228;53;36;1529;106;32;720;809;48;58;17;15
CNU;Droit éco ges;Droit et science politique;Droit et science politique;02 Droit public;2;2013;212;46;57;2443;125;;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;02 Droit public;2;2012;225;54;49;;111;;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;02 Droit public;2;2011;202;41;67;;144;;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;02 Droit public;2;2010;203;57;47;;121;;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;02 Droit public;2;2009;210;42;58;;111;;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;02 Droit public;2;2008;229;53;;;;;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;02 Droit public;2;2007;217;48;;;;;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;02 Droit public;2;2006;228;58;;;;;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;02 Droit public;2;2005;252;46;;;;;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;03 Histoire du droit et des institutions;3;2019;45;21;6;282;55;6;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;03 Histoire du droit et des institutions;3;2018;43;13;4;120;37;4;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;03 Histoire du droit et des institutions;3;2017;31;9;4;101;44;4;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;03 Histoire du droit et des institutions;3;2016;35;16;6;186;43;6;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;03 Histoire du droit et des institutions;3;2015;35;15;6;215;46;6;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;03 Histoire du droit et des institutions;3;2014;45;13;4;119;45;4;36;83;16;29;;4
CNU;Droit éco ges;Droit et science politique;Droit et science politique;03 Histoire du droit et des institutions;3;2013;36;22;13;533;63;;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;03 Histoire du droit et des institutions;3;2012;51;18;10;;61;;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;03 Histoire du droit et des institutions;3;2011;43;20;11;;64;;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;03 Histoire du droit et des institutions;3;2010;30;12;8;;61;;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;03 Histoire du droit et des institutions;3;2009;58;27;10;;69;;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;03 Histoire du droit et des institutions;3;2008;67;24;;;;;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;03 Histoire du droit et des institutions;3;2007;41;19;;;;;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;03 Histoire du droit et des institutions;3;2006;55;19;;;;;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;03 Histoire du droit et des institutions;3;2005;47;22;;;;;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;04 Science politique;4;2019;251;100;13;1235;454;13;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;04 Science politique;4;2018;294;120;24;1426;399;20;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;04 Science politique;4;2017;280;132;16;1019;359;16;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;04 Science politique;4;2016;241;123;26;1943;449;26;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;04 Science politique;4;2015;270;106;16;1003;299;16;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;04 Science politique;4;2014;242;102;18;1518;321;17;700;818;136;185;9;8
CNU;Droit éco ges;Droit et science politique;Droit et science politique;04 Science politique;4;2013;253;100;14;747;273;;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;04 Science politique;4;2012;253;105;21;;309;;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;04 Science politique;4;2011;254;98;11;;233;;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;04 Science politique;4;2010;192;66;17;;232;;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;04 Science politique;4;2009;269;101;16;;243;;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;04 Science politique;4;2008;196;86;;;;;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;04 Science politique;4;2007;216;98;;;;;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;04 Science politique;4;2006;191;73;;;;;;;;;;
CNU;Droit éco ges;Droit et science politique;Droit et science politique;04 Science politique;4;2005;211;77;;;;;;;;;;
CNU;Droit éco ges;Sciences économiques et de gestion ;Sciences économiques et de gestion ;05 Sciences économiques;5;2019;288;143;47;2829;341;46;;;;;;
CNU;Droit éco ges;Sciences économiques et de gestion ;Sciences économiques et de gestion ;05 Sciences économiques;5;2018;291;152;39;2362;392;37;;;;;;
CNU;Droit éco ges;Sciences économiques et de gestion ;Sciences économiques et de gestion ;05 Sciences économiques;5;2017;299;185;57;3927;461;56;;;;;;
CNU;Droit éco ges;Sciences économiques et de gestion ;Sciences économiques et de gestion ;05 Sciences économiques;5;2016;297;179;57;3376;331;55;;;;;;
CNU;Droit éco ges;Sciences économiques et de gestion ;Sciences économiques et de gestion ;05 Sciences économiques;5;2015;303;178;50;3709;334;50;;;;;;
CNU;Droit éco ges;Sciences économiques et de gestion ;Sciences économiques et de gestion ;05 Sciences économiques;5;2014;309;185;50;3256;327;39;1127;2129;125;202;17;22
CNU;Droit éco ges;Sciences économiques et de gestion ;Sciences économiques et de gestion ;05 Sciences économiques;5;2013;316;166;67;3558;382;;;;;;;
CNU;Droit éco ges;Sciences économiques et de gestion ;Sciences économiques et de gestion ;05 Sciences économiques;5;2012;313;190;87;;309;;;;;;;
CNU;Droit éco ges;Sciences économiques et de gestion ;Sciences économiques et de gestion ;05 Sciences économiques;5;2011;315;172;89;;328;;;;;;;
CNU;Droit éco ges;Sciences économiques et de gestion ;Sciences économiques et de gestion ;05 Sciences économiques;5;2010;336;127;88;;267;;;;;;;
CNU;Droit éco ges;Sciences économiques et de gestion ;Sciences économiques et de gestion ;05 Sciences économiques;5;2009;294;131;97;;286;;;;;;;
CNU;Droit éco ges;Sciences économiques et de gestion ;Sciences économiques et de gestion ;05 Sciences économiques;5;2008;272;132;;;;;;;;;;
CNU;Droit éco ges;Sciences économiques et de gestion ;Sciences économiques et de gestion ;05 Sciences économiques;5;2007;263;123;;;;;;;;;;
CNU;Droit éco ges;Sciences économiques et de gestion ;Sciences économiques et de gestion ;05 Sciences économiques;5;2006;249;121;;;;;;;;;;
CNU;Droit éco ges;Sciences économiques et de gestion ;Sciences économiques et de gestion ;05 Sciences économiques;5;2005;315;135;;;;;;;;;;
CNU;Droit éco ges;Sciences économiques et de gestion ;Sciences économiques et de gestion ;06 Sciences de gestion;6;2019;367;196;85;2958;434;77;;;;;;
CNU;Droit éco ges;Sciences économiques et de gestion ;Sciences économiques et de gestion ;06 Sciences de gestion;6;2018;330;183;93;3216;422;81;;;;;;
CNU;Droit éco ges;Sciences économiques et de gestion ;Sciences économiques et de gestion ;06 Sciences de gestion;6;2017;331;200;98;4030;401;85;;;;;;
CNU;Droit éco ges;Sciences économiques et de gestion ;Sciences économiques et de gestion ;06 Sciences de gestion;6;2016;330;187;93;3921;395;90;;;;;;
CNU;Droit éco ges;Sciences économiques et de gestion ;Sciences économiques et de gestion ;06 Sciences de gestion;6;2015;409;230;79;3327;420;75;;;;;;
CNU;Droit éco ges;Sciences économiques et de gestion ;Sciences économiques et de gestion ;06 Sciences de gestion;6;2014;350;195;101;3529;337;73;1690;1839;176;161;38;35
CNU;Droit éco ges;Sciences économiques et de gestion ;Sciences économiques et de gestion ;06 Sciences de gestion;6;2013;361;196;105;3199;402;;;;;;;
CNU;Droit éco ges;Sciences économiques et de gestion ;Sciences économiques et de gestion ;06 Sciences de gestion;6;2012;314;169;134;;354;;;;;;;
CNU;Droit éco ges;Sciences économiques et de gestion ;Sciences économiques et de gestion ;06 Sciences de gestion;6;2011;250;134;121;;409;;;;;;;
CNU;Droit éco ges;Sciences économiques et de gestion ;Sciences économiques et de gestion ;06 Sciences de gestion;6;2010;289;180;159;;325;;;;;;;
CNU;Droit éco ges;Sciences économiques et de gestion ;Sciences économiques et de gestion ;06 Sciences de gestion;6;2009;273;162;126;;418;;;;;;;
CNU;Droit éco ges;Sciences économiques et de gestion ;Sciences économiques et de gestion ;06 Sciences de gestion;6;2008;244;160;;;;;;;;;;
CNU;Droit éco ges;Sciences économiques et de gestion ;Sciences économiques et de gestion ;06 Sciences de gestion;6;2007;310;144;;;;;;;;;;
CNU;Droit éco ges;Sciences économiques et de gestion ;Sciences économiques et de gestion ;06 Sciences de gestion;6;2006;273;118;;;;;;;;;;
CNU;Droit éco ges;Sciences économiques et de gestion ;Sciences économiques et de gestion ;06 Sciences de gestion;6;2005;292;128;;;;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;07 Sciences du langage : linguistique et phonétique générales;7;2019;270;167;15;864;324;14;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;07 Sciences du langage : linguistique et phonétique générales;7;2018;288;174;29;1359;378;28;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;07 Sciences du langage : linguistique et phonétique générales;7;2017;316;200;20;924;324;16;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;07 Sciences du langage : linguistique et phonétique générales;7;2016;271;186;40;1801;474;39;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;07 Sciences du langage : linguistique et phonétique générales;7;2015;289;195;37;1724;443;34;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;07 Sciences du langage : linguistique et phonétique générales;7;2014;273;182;31;1653;393;26;1227;426;277;116;22;4
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;07 Sciences du langage : linguistique et phonétique générales;7;2013;297;202;41;2000;460;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;07 Sciences du langage : linguistique et phonétique générales;7;2012;279;191;42;;463;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;07 Sciences du langage : linguistique et phonétique générales;7;2011;239;150;39;;369;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;07 Sciences du langage : linguistique et phonétique générales;7;2010;253;171;40;;359;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;07 Sciences du langage : linguistique et phonétique générales;7;2009;312;190;35;;392;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;07 Sciences du langage : linguistique et phonétique générales;7;2008;271;165;;;;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;07 Sciences du langage : linguistique et phonétique générales;7;2007;226;158;;;;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;07 Sciences du langage : linguistique et phonétique générales;7;2006;248;161;;;;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;07 Sciences du langage : linguistique et phonétique générales;7;2005;255;152;;;;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;08 Langues et littératures anciennes;8;2019;57;47;7;248;108;7;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;08 Langues et littératures anciennes;8;2018;42;35;5;154;104;5;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;08 Langues et littératures anciennes;8;2017;60;49;5;151;78;5;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;08 Langues et littératures anciennes;8;2016;53;43;3;116;80;3;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;08 Langues et littératures anciennes;8;2015;52;42;1;46;46;1;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;08 Langues et littératures anciennes;8;2014;61;45;8;298;115;9;216;82;78;37;6;3
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;08 Langues et littératures anciennes;8;2013;57;45;3;92;71;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;08 Langues et littératures anciennes;8;2012;55;46;8;;82;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;08 Langues et littératures anciennes;8;2011;46;36;6;;83;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;08 Langues et littératures anciennes;8;2010;66;49;10;;120;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;08 Langues et littératures anciennes;8;2009;59;47;10;;90;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;08 Langues et littératures anciennes;8;2008;51;35;;;;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;08 Langues et littératures anciennes;8;2007;74;55;;;;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;08 Langues et littératures anciennes;8;2006;60;39;;;;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;08 Langues et littératures anciennes;8;2005;71;54;;;;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;09 Langue et littérature françaises;9;2019;245;136;21;1086;474;21;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;09 Langue et littérature françaises;9;2018;251;155;28;1176;490;26;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;09 Langue et littérature françaises;9;2017;212;124;29;1067;442;27;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;09 Langue et littérature françaises;9;2016;225;142;24;903;321;23;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;09 Langue et littérature françaises;9;2015;216;128;19;928;506;19;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;09 Langue et littérature françaises;9;2014;236;146;16;745;410;11;518;227;287;123;7;4
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;09 Langue et littérature françaises;9;2013;229;132;33;1764;525;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;09 Langue et littérature françaises;9;2012;224;135;27;;366;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;09 Langue et littérature françaises;9;2011;210;99;37;;470;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;09 Langue et littérature françaises;9;2010;229;106;40;;505;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;09 Langue et littérature françaises;9;2009;313;155;47;;558;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;09 Langue et littérature françaises;9;2008;244;135;;;;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;09 Langue et littérature françaises;9;2007;289;144;;;;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;09 Langue et littérature françaises;9;2006;265;123;;;;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;09 Langue et littérature françaises;9;2005;291;138;;;;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;10 Littératures comparées;10;2019;109;67;2;103;91;2;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;10 Littératures comparées;10;2018;114;70;7;305;150;6;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;10 Littératures comparées;10;2017;98;51;3;169;130;3;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;10 Littératures comparées;10;2016;107;53;5;317;156;5;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;10 Littératures comparées;10;2015;108;60;3;100;72;3;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;10 Littératures comparées;10;2014;99;59;7;734;246;7;504;230;163;83;4;3
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;10 Littératures comparées;10;2013;102;66;7;657;170;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;10 Littératures comparées;10;2012;120;63;3;;81;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;10 Littératures comparées;10;2011;75;39;6;;172;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;10 Littératures comparées;10;2010;108;51;5;;140;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;10 Littératures comparées;10;2009;140;59;5;;122;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;10 Littératures comparées;10;2008;147;55;;;;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;10 Littératures comparées;10;2007;132;38;;;;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;10 Littératures comparées;10;2006;128;41;;;;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Littératures;10 Littératures comparées;10;2005;145;39;;;;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;11 Langues et littératures anglaises et anglo-saxonnes;11;2019;193;151;52;1843;349;49;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;11 Langues et littératures anglaises et anglo-saxonnes;11;2018;160;124;52;1590;323;44;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;11 Langues et littératures anglaises et anglo-saxonnes;11;2017;226;179;52;1674;398;51;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;11 Langues et littératures anglaises et anglo-saxonnes;11;2016;147;111;67;2264;340;62;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;11 Langues et littératures anglaises et anglo-saxonnes;11;2015;184;126;56;2148;346;54;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;11 Langues et littératures anglaises et anglo-saxonnes;11;2014;191;129;58;2087;389;48;1416;671;255;134;31;17
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;11 Langues et littératures anglaises et anglo-saxonnes;11;2013;162;127;64;2392;326;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;11 Langues et littératures anglaises et anglo-saxonnes;11;2012;212;154;68;;392;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;11 Langues et littératures anglaises et anglo-saxonnes;11;2011;166;113;65;;306;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;11 Langues et littératures anglaises et anglo-saxonnes;11;2010;180;115;74;;318;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;11 Langues et littératures anglaises et anglo-saxonnes;11;2009;204;122;96;;344;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;11 Langues et littératures anglaises et anglo-saxonnes;11;2008;206;149;;;;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;11 Langues et littératures anglaises et anglo-saxonnes;11;2007;174;125;;;;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;11 Langues et littératures anglaises et anglo-saxonnes;11;2006;178;129;;;;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;11 Langues et littératures anglaises et anglo-saxonnes;11;2005;178;118;;;;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;12 Langues et littératures germaniques et scandinaves;12;2019;48;30;4;60;48;4;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;12 Langues et littératures germaniques et scandinaves;12;2018;55;45;11;230;76;10;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;12 Langues et littératures germaniques et scandinaves;12;2017;40;28;9;163;72;9;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;12 Langues et littératures germaniques et scandinaves;12;2016;45;28;6;138;76;6;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;12 Langues et littératures germaniques et scandinaves;12;2015;52;30;5;94;58;5;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;12 Langues et littératures germaniques et scandinaves;12;2014;52;42;8;250;87;5;182;68;61;26;4;1
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;12 Langues et littératures germaniques et scandinaves;12;2013;50;33;9;204;93;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;12 Langues et littératures germaniques et scandinaves;12;2012;56;42;13;;101;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;12 Langues et littératures germaniques et scandinaves;12;2011;47;28;17;;93;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;12 Langues et littératures germaniques et scandinaves;12;2010;53;32;16;;91;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;12 Langues et littératures germaniques et scandinaves;12;2009;61;45;20;;103;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;12 Langues et littératures germaniques et scandinaves;12;2008;61;36;;;;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;12 Langues et littératures germaniques et scandinaves;12;2007;61;39;;;;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;12 Langues et littératures germaniques et scandinaves;12;2006;69;45;;;;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;12 Langues et littératures germaniques et scandinaves;12;2005;54;29;;;;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;13 Langues et littératures slaves;13;2019;41;29;2;25;25;2;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;13 Langues et littératures slaves;13;2018;45;29;6;169;85;6;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;13 Langues et littératures slaves;13;2017;40;27;6;133;45;6;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;13 Langues et littératures slaves;13;2016;29;13;1;7;7;1;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;13 Langues et littératures slaves;13;2015;32;22;5;117;56;5;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;13 Langues et littératures slaves;13;2014;32;22;2;30;30;1;26;4;26;4;1;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;13 Langues et littératures slaves;13;2013;29;23;4;98;55;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;13 Langues et littératures slaves;13;2012;41;25;3;;35;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;13 Langues et littératures slaves;13;2011;41;25;4;;49;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;13 Langues et littératures slaves;13;2010;35;24;6;;67;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;13 Langues et littératures slaves;13;2009;52;34;4;;40;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;13 Langues et littératures slaves;13;2008;44;31;;;;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;13 Langues et littératures slaves;13;2007;65;45;;;;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;13 Langues et littératures slaves;13;2006;32;21;;;;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;13 Langues et littératures slaves;13;2005;33;25;;;;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;14 Langues et littératures romanes : espagnol, italien, portugais, autres langues romanes;14;2019;192;146;20;1069;275;20;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;14 Langues et littératures romanes : espagnol, italien, portugais, autres langues romanes;14;2018;185;137;26;1262;268;24;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;14 Langues et littératures romanes : espagnol, italien, portugais, autres langues romanes;14;2017;177;138;29;1253;354;28;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;14 Langues et littératures romanes : espagnol, italien, portugais, autres langues romanes;14;2016;180;122;34;1581;352;34;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;14 Langues et littératures romanes : espagnol, italien, portugais, autres langues romanes;14;2015;179;126;38;1555;336;37;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;14 Langues et littératures romanes : espagnol, italien, portugais, autres langues romanes;14;2014;167;100;37;1732;334;26;1187;545;231;103;16;10
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;14 Langues et littératures romanes : espagnol, italien, portugais, autres langues romanes;14;2013;190;126;43;1821;343;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;14 Langues et littératures romanes : espagnol, italien, portugais, autres langues romanes;14;2012;172;117;36;;289;;;;;;;
CNU;Lettres et sciences humaines;Littératures et Langues;Langues;14 Langues et littératures romanes : espagnol, italien, portugais, autres langues romanes;14;2011;160;97;52;;293;;;;;;;
